"Country","Status","Provider",(data)Product,"(data)Release_channel","PID",Placement_ID,"Price_settings","Name","Comment","Version_restriction","Country_restriction","AB_Group","Probability","Rank Override","Auto-Rank","Custom Rank Adjustment","Rank","ECPM","Requests","Impressions","Fill Rate","Revenue","ECPM Index","New ECPM Index","Display probability","RTB_price","Product","Group where","Line where","Index"
"IN","Enabled","Facebook","mini","Final","7","925717247457302_2412138952148450","CPM Target","PID 7 CPM Target MIX","","37.3 37.4 37.5 37.6 37.7 37.8 38 39 40 41 42 43 44 45","","","","","58","0","58","0.27","1332779.00","45370.00","0.06","12.03","1","42","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_2412138952148450'","IN:Facebook:mini:Final:7"
"IN","Enabled","DFP","mini","Final","7","/50032758/Mini_pid7_low","Accept all prices","PID 7 Accept all prices LOW MINI","","","","","","","1","0","1","0.11","1597061.00","28124.00","0.04","3.20","8","99","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='/50032758/Mini_pid7_low'","IN:DFP:mini:Final:7"
"IN","Enabled","Facebook","mini","Final","7","925717247457302_2387611654601180","Accept all prices (ad server floor)","PID 7 Accept all prices RTB","","37.3 37.4 37.5 37.6 37.7 37.8 38 39 40 41 42 43 44 45","","","","","1","0","1","0.10","143620.00","29512.00","0.45","3.06","10","99","0.000","0.00","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_2387611654601180'","IN:Facebook:mini:Final:7"
"IN","Disabled","Facebook","mini","Final","7","925717247457302_1728845227144496","High price threshold","PID 7 High price threshold","","27 28 29 30 31 32 33 34 35 36 37.0 37.1 37.2","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_1728845227144496'","IN:Facebook:mini:Final:7"
"IN","Enabled","Mobvista","mini","Final","7","15666","Accept all prices","PID 7 Accept all prices","","","","","","","18","0","18","0.13","1776757.00","17612.00","0.01","2.32","6","82","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='15666'","IN:Mobvista:mini:Final:7"
"IN","Disabled","smaato","mini","Final","7","130549762","Accept all prices","Smaato placement","","37.4 37.5 37.6 37.7 37.8 38","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='130549762'","IN:smaato:mini:Final:7"
"IN","Disabled","taboola","mini","Final","7","PID7","","","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='PID7'","IN:taboola:mini:Final:7"
"IN","Enabled","baidu","mini","Final","8","146517","Accept all prices","PID 8 Accept all prices","","","","","","","82","0","82","0.39","37867.00","10084.00","0.70","3.93","2","18","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='146517'","IN:baidu:mini:Final:8"
"IN","Disabled","AdMob","mini","Final","8","ca-app-pub-4721105574136909/6495430865","Accept all prices","PID 8 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='ca-app-pub-4721105574136909/6495430865'","IN:AdMob:mini:Final:8"
"IN","Disabled","Batmobi","mini","Final","8","11931_61676","Accept all prices","PID 8 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='11931_61676'","IN:Batmobi:mini:Final:8"
"IN","Enabled","DFP","mini","Final","8","/50032758/PID8","Accept all prices","PID 8 Accept all prices MINI","","","","","","","27","0","27","0.16","945430.54","26124.00","0.06","4.05","3","73","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='/50032758/PID8'","IN:DFP:mini:Final:8"
"IN","Enabled","Facebook","mini","Final","8","925717247457302_1938364716192545","CPM Target","PID 8 CPM targets","","27 28 29 30 31 32 33 34 35 36 37.0 37.1 37.2","","","","","99","0","99","0.72","835284.00","21515.00","0.17","15.60","0","1","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_1938364716192545'","IN:Facebook:mini:Final:8"
"IN","Enabled","Facebook","mini","Final","8","925717247457302_2412124762149869","CPM Target","PID 8 CPM targets MIX","","37.3 37.4 37.5 37.6 37.7 37.8 38 39 40 41 42 43 44 45","","","","","88","0","88","0.45","773784.00","112313.00","0.24","50.41","1","12","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_2412124762149869'","IN:Facebook:mini:Final:8"
"IN","Enabled","DFP","mini","Final","8","/50032758/Mini_pid8_low","Accept all prices","PID 8 Accept all prices LOW MINI","","","","","","","15","0","15","0.13","974207.00","15222.00","0.06","1.91","5","85","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='/50032758/Mini_pid8_low'","IN:DFP:mini:Final:8"
"IN","Enabled","Facebook","mini","Final","8","925717247457302_2387612297934449","Accept all prices (ad server floor)","PID 8 Accept all prices RTB","","37.3 37.4 37.5 37.6 37.7 37.8 38 39 40 41 42 43 44 45","","","","","16","0","16","0.13","109860.00","22561.00","0.66","2.90","4","84","0.000","0.00","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_2387612297934449'","IN:Facebook:mini:Final:8"
"IN","Disabled","Facebook","mini","Final","8","925717247457302_1772059812823037","High price threshold","PID 8 High price threshold","","27 28 29 30 31 32 33 34 35 36 37.0 37.1 37.2","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_1772059812823037'","IN:Facebook:mini:Final:8"
"IN","Disabled","Mobvista","mini","Final","8","15667","Accept all prices","PID 8 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='15667'","IN:Mobvista:mini:Final:8"
"IN","Disabled","smaato","mini","Final","8","130549762","Accept all prices","Smaato placement","","37.4 37.5 37.6 37.7 37.8 38","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='130549762'","IN:smaato:mini:Final:8"
"IN","Disabled","taboola","mini","Final","8","PID8","High price threshold","PID 8 High price threshold","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='PID8'","IN:taboola:mini:Final:8"
"IN","Enabled","AdMob","mini","Final","9","ca-app-pub-4721105574136909/2504472878","High price threshold","PID 9 High price threshold","","","","citroen","","","1","0","1","0.10","1153575.00","3661.00","0.08","0.36","8","99","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='ca-app-pub-4721105574136909/2504472878'","IN:AdMob:mini:Final:9"
"IN","Disabled","AdMob","mini","Final","9","ca-app-pub-4721105574136909/5183662270","Accept all prices","PID 9 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='ca-app-pub-4721105574136909/5183662270'","IN:AdMob:mini:Final:9"
"IN","Enabled","AdMob","mini","Final","9","ca-app-pub-4721105574136909/9207002617","CPM Target","PID 9 CPM targets","","","","citroen","","","84","0","84","0.43","1390615.00","868.00","0.01","0.37","2","16","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='ca-app-pub-4721105574136909/9207002617'","IN:AdMob:mini:Final:9"
"IN","Disabled","baidu","mini","Final","9","148714","Accept all prices","PID 9 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='148714'","IN:baidu:mini:Final:9"
"IN","Disabled","Batmobi","mini","Final","9","11931_85728","Accept all prices","PID 9 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='11931_85728'","IN:Batmobi:mini:Final:9"
"IN","Enabled","DFP","mini","Final","9","/50032758/PID9","Accept all prices","PID 9 Accept all prices MINI","","","","","","","22","0","22","0.14","26710244.91","118204.00","0.07","16.21","6","78","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='/50032758/PID9'","IN:DFP:mini:Final:9"
"IN","Enabled","DFP","mini","Final","9","/50032758/mini_pid9_low","Accept all prices","PID 9 Accept all prices LOW MINI","","","","","","","8","0","8","0.12","27464974.00","55865.00","0.07","6.69","7","92","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='/50032758/mini_pid9_low'","IN:DFP:mini:Final:9"
"IN","Enabled","Facebook","mini","Final","9","925717247457302_1771883476174004","CPM Target","PID 9 CPM targets","","","","","","","71","0","71","0.30","24494909.00","621086.00","0.17","185.58","4","29","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_1771883476174004'","IN:Facebook:mini:Final:9"
"IN","Disabled","Facebook","mini","Final","9","925717247457302_2412030525492626","CPM Target","PID 9 Low price threshold MIX","","37.3 37.4 37.5 37.6 37.7 37.8 38 39","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_2412030525492626'","IN:Facebook:mini:Final:9"
"IN","Disabled","Facebook","mini","Final","9","925717247457302_2463117723717239","High price threshold","PID 9 High price threshold","","27 28 29 30 31 32 33 34 35 36 37.0 37.1 37.2","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_2463117723717239'","IN:Facebook:mini:Final:9"
"IN","Disabled","Mobvista","mini","Final","9","15663","Accept all prices","PID 9 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='15663'","IN:Mobvista:mini:Final:9"
"IN","Enabled","AdMob","mini","Final","10","ca-app-pub-4721105574136909/5501240948","CPM Target","PID 10 CPM targets","","","","","","","93","0","93","0.48","3105974.00","3827.00","0.00","1.85","0","7","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='ca-app-pub-4721105574136909/5501240948'","IN:AdMob:mini:Final:10"
"IN","Disabled","AdMob","mini","Final","10","ca-app-pub-4721105574136909/4034805632","Accept all prices","PID 10 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='ca-app-pub-4721105574136909/4034805632'","IN:AdMob:mini:Final:10"
"IN","Disabled","AdMob","mini","Final","10","ca-app-pub-4721105574136909/5652412041","Accept all prices","PID 10 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='ca-app-pub-4721105574136909/5652412041'","IN:AdMob:mini:Final:10"
"IN","Enabled","DFP","mini","Final","10","/50032758/Mini_Pid_10","Accept all prices","PID 10 Accept all prices MINI","","","","","","","21","0","21","0.13","3100257.00","88200.00","0.06","11.90","2","79","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='/50032758/Mini_Pid_10'","IN:DFP:mini:Final:10"
"IN","Enabled","DFP","mini","Final","10","/50032758/Mini_PID10_low","Accept all prices","PID 10 Accept all prices LOW MINI","","","","","","","14","0","14","0.12","3079370.00","50634.00","0.06","6.27","3","86","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='/50032758/Mini_PID10_low'","IN:DFP:mini:Final:10"
"IN","Enabled","AdMob","mini","Final","10","ca-app-pub-4721105574136909/4120806872","High price threshold","PID 10 High price threshold","","","","","","","1","0","1","0.04","3074252.00","138815.00","0.11","6.23","5","99","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='ca-app-pub-4721105574136909/4120806872'","IN:AdMob:mini:Final:10"
"IN","Enabled","Mobvista","mini","Final","10","15668","Accept all prices","PID 10 Accept all prices","","","","","","","33","0","33","0.17","3055909.00","28204.00","0.01","4.93","1","67","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='15668'","IN:Mobvista:mini:Final:10"
"IN","Disabled","AdMob","mini","Final","12","ca-app-pub-4721105574136909/6993185045","Accept all prices","PID 12 Accept all prices","","","","","","90","50","0","90","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='ca-app-pub-4721105574136909/6993185045'","IN:AdMob:mini:Final:12"
"IN","Disabled","AdMob","mini","Final","13","ca-app-pub-4721105574136909/7150571838","Accept all prices","PID 13 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='ca-app-pub-4721105574136909/7150571838'","IN:AdMob:mini:Final:13"
"IN","Disabled","Batmobi","mini","Final","13","11931_30835","Accept all prices","PID 13 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='11931_30835'","IN:Batmobi:mini:Final:13"
"IN","Disabled","baidu","mini","Final","13","161665","Accept all prices","PID 13 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='161665'","IN:baidu:mini:Final:13"
"IN","Enabled","DFP","mini","Final","13","/50032758/PID13","Accept all prices","PID 13 Accept all prices MINI","","","","","","","65","0","65","0.29","4455392.00","47989.00","0.05","13.88","4","35","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='/50032758/PID13'","IN:DFP:mini:Final:13"
"IN","Disabled","Facebook","mini","Final","13","925717247457302_1772065012822517","","","","36.2","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_1772065012822517'","IN:Facebook:mini:Final:13"
"IN","Disabled","Batmobi","mini","Final","14","11931_03206","Accept all prices","PID 14 Accept all prices","","","","","","","50","0","50","","","","","","","","","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='11931_03206'","IN:Batmobi:mini:Final:14"
"IN","Enabled","DFP","mini","Final","14","/50032758/PID14","Accept all prices","PID 14 Accept all prices MINI","","","","","","","26","0","26","0.15","877643.15","32490.00","0.07","5.03","2","74","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='/50032758/PID14'","IN:DFP:mini:Final:14"
"IN","Enabled","Facebook","mini","Final","14","925717247457302_1880333168662367","CPM Target","PID 14 CPM targets","","27 28 29 30 31 32 33 34 35 36 37.0 37.1 37.2","","","","","53","0","53","0.25","268777.00","32693.00","0.21","8.15","0","47","0.000","","mini"," where B='IN' and D='mini' and E='Final'"," where B='IN' and D='mini' and E='Final' and G='925717247457302_1880333168662367'","IN:Facebook:mini:Final:14"
